time,open,high,low,close,EMA,EMA,EMA,EMA,Volume,Volume MA
2010-06-18,0.91,1.03,0.762,0.774,0.8912595884354896,0.9382470680311221,0.9501225393897769,0.9388331443497725,,
2010-06-21,0.537,0.749,0.53,0.749,0.8898440701425991,0.9202235377424438,0.9422353809823346,0.9350740721844305,,
2010-06-22,0.706,1.119,0.693,1.057,0.8915073132257574,0.9332498674812587,0.946735954277145,0.9374884469926597,,
2010-06-23,0.781,1.121,0.711,1.077,0.8933530116016205,0.9469403562925675,0.9518443482270609,0.940251052002706,,
2010-06-24,2.278,2.542,1.337,1.342,0.8978171607399128,0.9845650842647039,0.9671445698652154,0.9482064767155237,,
2010-06-25,0.947,0.947,0.771,0.794,0.8967841541653863,0.9664160286204464,0.9603545867332461,0.9451528831171965,,
2010-06-28,0.73,0.83,0.629,0.752,0.8953435158154819,0.9459954544661182,0.95218381862606,0.9413280735505193,,
2010-06-29,0.846,1.347,0.803,1.131,0.8976883564541338,0.9636149349931545,0.9591962178956264,0.9450839532821922,,
2010-06-30,0.901,1.266,0.848,1.115,0.899850661365038,0.9780325602319018,0.9653061701350135,0.948448627474624,,
2010-07-01,0.947,1.396,0.799,1.263,0.9034640876201122,1.0051723164002921,0.9769804379728562,0.9546773675246314,,
2010-07-02,0.768,1.01,0.696,0.855,0.9029818578925489,0.9908701910288358,0.9721968913856853,0.9527035582667179,,
2010-07-06,0.654,1.379,0.654,1.043,0.9043750732369017,0.9958349347403752,0.9749734838803643,0.954491606617872,,
2010-07-07,0.519,0.958,0.518,0.885,0.9041822864385246,0.9852792266698633,0.9714451119634873,0.9531155351996964,,
2010-07-08,1.098,1.098,0.734,0.753,0.9026779850809273,0.9631573955584478,0.962878636984527,0.9491528513343559,,
2010-07-09,0.724,0.846,0.679,0.821,0.9018652688114653,0.9496185959814528,0.9573147688674868,0.9466151711099132,,
2010-07-12,0.53,0.906,0.53,0.9,0.9018467089227941,0.9448930154117906,0.9550671308726834,0.9456920984146674,,
2010-07-13,0.679,0.865,0.679,0.754,0.900375597391224,0.9267127282297153,0.9471821453482644,0.9418962152777433,,
2010-07-14,0.637,1.082,0.637,0.959,0.900958924780366,0.9297877064935519,0.9476455906287247,0.9422349040841246,,
2010-07-15,0.568,1.083,0.568,0.988,0.9018250051308101,0.9353317344465469,0.9492281164864217,0.9431411436072112,,
2010-07-16,0.719,1.336,0.719,1.146,0.904254607069807,0.955395378784971,0.9569446609379345,0.9471581506644942,,
2010-07-19,0.534,0.694,0.511,0.69,0.9021227204322965,0.9301196284244976,0.9464762428619371,0.9420659100572765,,
2010-07-20,0.796,0.838,0.67,0.718,0.9002906535623234,0.9099177590507359,0.9375163902006847,0.937628961343271,,
2010-07-21,0.577,0.86,0.577,0.859,0.8998798012880714,0.9050684486649515,0.9344373160751677,0.9360719522077607,,
2010-07-22,0.577,0.857,0.567,0.751,0.8983984102304787,0.8903952630778132,0.9272436958369258,0.9324071610749338,,
2010-07-23,0.847,1.046,0.77,0.791,0.8973297693326631,0.880929047546593,0.9219008058041052,0.9296070192714698,,
2010-07-26,0.69,1.032,0.575,0.948,0.8978339507323381,0.8873167573040603,0.9229243036157089,0.9299712367116387,,
2010-07-27,0.748,0.808,0.569,0.711,0.8959749064464442,0.8705246851798641,0.9146135466111712,0.9256351726183389,,
2010-07-28,0.794,0.924,0.433,0.905,0.8960647083723502,0.8738080484960675,0.9142365447832822,0.9252265553387679,,
2010-07-29,0.585,1.06,0.585,0.959,0.8966909301795905,0.8819215676869182,0.9159919743996241,0.9258953364211685,,
2010-07-30,0.813,0.867,0.717,0.778,0.8955099258991965,0.8720242755262594,0.9105805244231683,0.9229667158979771,,
2010-08-02,0.614,0.822,0.614,0.731,0.8938730112136324,0.8585933921428061,0.9035381509163773,0.9191653947910864,,
2010-08-03,0.549,0.852,0.549,0.817,0.8931081056294171,0.854632116700634,0.9001444979392645,0.9171423176665104,,
2010-08-04,0.645,0.779,0.499,0.706,0.8912463334340995,0.8404766770148593,0.8925309882161562,0.9129612816731142,,
2010-08-05,0.562,0.823,0.488,0.823,0.8905672654397304,0.8388122315848727,0.8898042827959147,0.9111798701548347,,
2010-08-06,1.038,1.038,0.713,0.866,0.890322815037345,0.8414015428625039,0.8888707815098004,0.9102852192606795,,
2010-08-09,0.617,0.799,0.617,0.723,0.8886579114051326,0.8301252054470274,0.8823660449800043,0.9065766010574977,,
2010-08-10,1.019,1.019,0.803,0.814,0.8879150466150318,0.8285894715949296,0.8796850236082394,0.9047434010365571,,
2010-08-11,0.952,1.054,0.884,1.027,0.8892989764994594,0.8474857123954125,0.8854620815059555,0.9071643237883085,,
2010-08-12,0.813,1.056,0.813,0.924,0.8896442603153852,0.8547727874053732,0.8869733724272906,0.9074977035152727,,
2010-08-13,0.735,0.92,0.715,0.892,0.8896677005112521,0.8583182362239091,0.8871704950772007,0.9071908182971485,,
2010-08-16,0.835,1.091,0.835,0.882,0.889591404983777,0.8605736422978225,0.8869677305643693,0.9066919902120565,,
2010-08-17,0.685,0.93,0.681,0.799,0.888689997969013,0.854709485888506,0.8835180156402763,0.904559475554392,,
2010-08-18,0.9,1.283,0.758,1.18,0.891588604954396,0.8856895348515055,0.8951447601249714,0.9100137433651961,,
2010-08-19,0.688,1.067,0.625,0.964,0.8923091163478846,0.8931476743894573,0.8978449656102666,0.9110827781500438,,
2010-08-20,0.74,1.218,0.709,0.961,0.8929926077275077,0.8996098006380804,0.9003216336255503,0.9120712379886567,,
2010-08-23,0.444,0.9,0.444,0.603,0.8901071091431544,0.8713612481963584,0.888661961718666,0.9059510154542278,,
2010-08-24,1.108,1.347,0.909,0.998,0.8911806702462076,0.8834220817014671,0.8929497279257771,0.9077737676234511,,
2010-08-25,0.815,1.134,0.776,0.968,0.8919450416865439,0.8914771215394226,0.8958928758502565,0.9089663662843729,,
2010-08-26,0.884,0.884,0.727,0.836,0.8913883746050857,0.8861935861547157,0.8935441356208347,0.9075214877440883,,
2010-08-27,0.982,1.121,0.776,0.786,0.8903397340617515,0.8766513398542666,0.8893267185376647,0.905115121650146,,
2010-08-30,1.037,1.037,0.674,0.785,0.8892915775039231,0.867922640820527,0.8852354746734425,0.902736604389747,,
2010-08-31,0.802,1.076,0.696,0.814,0.8885424075785109,0.862787151218572,0.882441926647033,0.9009794439067818,,
2010-09-01,0.595,0.86,0.57,0.661,0.8862783040205158,0.8435693272929937,0.87375792952362,0.8962273757106078,,
2010-09-02,0.622,0.818,0.584,0.818,0.8855989179108589,0.8411341532650896,0.8715713440521055,0.8946783187658434,,
2010-09-03,0.605,0.756,0.537,0.75,0.8842496749465717,0.8324547100969858,0.8668038403637875,0.8918134015625593,,
2010-09-07,0.8,1.491,0.679,1.339,0.8887745538028247,0.8806971186591777,0.8853213368201096,0.9006685817296373,,
2010-09-08,0.704,3.429,0.704,0.818,0.8880703293868761,0.8747259645011607,0.8826812843957916,0.8990315801112286,,
2010-09-09,0.822,0.861,0.662,0.838,0.887572117154171,0.8712282535962882,0.8809290771645841,0.8978230339704122,,
2010-09-10,0.882,1.363,0.774,1.241,0.8910888125058707,0.9064446103966417,0.895049505511071,0.9046186174561466,,
2010-09-13,0.911,0.911,0.59,0.735,0.8895356899933745,0.8901165522636282,0.8887730543145584,0.9012598329520645,,
2010-09-14,0.548,0.822,0.548,0.73,0.8879482701924454,0.8748673568099493,0.882546660027713,0.8978685491312315,,
2010-09-15,0.81,1.058,0.704,0.825,0.8873219192452568,0.8701180847328113,0.8802899282619203,0.8964256075642764,,
2010-09-16,0.63,0.838,0.56,0.832,0.8867714523870951,0.866487790948734,0.8783962055849822,0.8951498529590431,,
2010-09-17,0.878,0.977,0.79,0.835,0.8862563135573728,0.8634889537155211,0.8766943936012574,0.8939587667618344,,
2010-09-20,0.662,1.092,0.607,0.683,0.8842338626762049,0.8462995295521382,0.8690985350286591,0.8897813654398179,,
2010-09-21,1.339,1.339,0.738,0.81,0.8834952172764416,0.8428424314995536,0.8667809454196921,0.8882015364212077,,
2010-09-22,0.761,0.853,0.65,0.852,0.8831818320299099,0.8437145808805485,0.8662013005012728,0.887484674313857,,
2010-09-23,0.983,1.659,0.834,0.91,0.8834486794723984,0.8500274779395439,0.8679188965600464,0.887930522347246,,
2010-09-24,0.636,0.924,0.636,0.808,0.8826979463433198,0.8460248609929207,0.8655691359106328,0.8863477397265085,,
2010-09-27,0.55,0.742,0.52,0.742,0.8812979667777145,0.8361177313745474,0.8607232874435491,0.8834893686428152,,
2010-09-28,0.617,0.802,0.603,0.799,0.8804790815361453,0.8325827093388762,0.8583027663673315,0.881816311838007,,
2010-09-29,0.844,0.863,0.669,0.73,0.8789817772422533,0.8228129274970785,0.8532712853333185,0.8788100482372544,,
2010-09-30,0.603,0.862,0.552,0.795,0.8781461376677036,0.8201640772592614,0.8509861368888747,0.8771504433216653,,
2010-10-01,0.652,0.852,0.497,0.788,0.8772491611734975,0.8171008318059985,0.8485160923049972,0.8753850880083649,,
2010-10-04,0.739,0.883,0.69,0.809,0.876570065042418,0.816329324014951,0.8469664416263699,0.8740705318101795,,
2010-10-05,0.417,0.982,0.417,0.801,0.8758181240967222,0.8148693883944794,0.8451638360723946,0.8726235905862155,,
2010-10-06,0.717,0.822,0.629,0.741,0.874476650225113,0.8078342085473862,0.8410789797558301,0.870017182851835,,
2010-10-07,0.599,1.196,0.599,1.11,0.8768201661432711,0.8366119029714446,0.8516249021183466,0.874769317844868,,
2010-10-08,0.548,1.41,0.548,0.78,0.875856781405527,0.8312202931646404,0.8488160824274311,0.872892697689524,,
2010-10-11,0.524,0.778,0.515,0.741,0.874514922884079,0.8226278842918175,0.8445880007636103,0.8702809611016127,,
2010-10-12,0.906,3.471,0.906,1.021,0.8759724858404563,0.8415204667402159,0.8515061183807237,0.8732654965253431,,
2010-10-13,0.535,0.748,0.498,0.692,0.8741419138420438,0.8272804222887667,0.8452509764834404,0.8696760807525641,,
2010-10-14,0.778,0.93,0.629,0.715,0.8725584122117747,0.8165870487374556,0.8401430950527172,0.8666131880643945,,
2010-10-15,0.786,0.925,0.639,0.641,0.8702543484086724,0.7998644726672217,0.832333561913395,0.8621456001819312,,
2010-10-18,0.818,0.984,0.707,0.853,0.8700826633498797,0.8049249990798673,0.8331440104658109,0.8619644991882296,,
2010-10-19,0.842,1.07,0.83,0.909,0.8704699005304779,0.8148369039294037,0.8361187551534262,0.8628958952439082,,
2010-10-20,0.735,0.966,0.664,0.925,0.871012488584901,0.8253286273646986,0.8396042941670173,0.8641256794965041,,
2010-10-21,1.03,1.03,0.817,0.986,0.8721566429273397,0.8406306628537749,0.845345302238899,0.8665390323777614,,
2010-10-22,0.735,0.916,0.735,0.813,0.8715680196146299,0.8379991711534154,0.8440768590138442,0.8654788535187958,,
2010-10-25,0.699,0.839,0.576,0.802,0.8708758005139868,0.8345706786626139,0.8424267861113405,0.8642218465184236,,
2010-10-26,0.805,0.969,0.662,0.771,0.8698820114541461,0.8285163283137935,0.8396257356756016,0.8623758693596429,,
2010-10-27,0.78,0.856,0.667,0.807,0.869256319797886,0.8264671541886703,0.8383462950608721,0.8612793174911352,,
2010-10-28,0.597,0.874,0.579,0.803,0.8685970529342254,0.8242321871230827,0.8369601658427986,0.8601252716002216,,
2010-10-29,0.756,0.765,0.631,0.733,0.8672478285269197,0.8155434073970748,0.8328832965940615,0.8576079394893261,,
2010-11-01,0.599,0.859,0.599,0.768,0.8662602879445623,0.8110154638354486,0.8303388535903727,0.8558335248459731,,
2010-11-02,0.472,0.758,0.472,0.751,0.8651134194078005,0.8052997053749297,0.8272275259985934,0.8537576134628845,,
2010-11-03,0.607,0.823,0.54,0.812,0.8645849276723995,0.8059378286725555,0.8266303681162956,0.8529307300279759,,
2010-11-04,0.647,0.744,0.445,0.636,0.8623104507801368,0.7897532735608835,0.8191546674058526,0.84863507200762,,
2010-11-05,0.562,0.817,0.496,0.658,0.8602775109713792,0.7772053427455613,0.8128348765271918,0.844860120086677,,
2010-11-08,0.538,0.7,0.514,0.648,0.8581652969318629,0.7649000720078888,0.8063707637222038,0.8409618998869408,,
2010-11-09,0.446,0.781,0.446,0.781,0.8573974830320434,0.7664333984833279,0.8053758318115292,0.839774535532744,,
2010-11-10,0.71,0.751,0.611,0.697,0.8558014881760032,0.7598206938658681,0.8011257991914692,0.836947317007343,,
2010-11-11,1.046,1.046,0.711,0.748,0.8547288365523614,0.7586949134976902,0.799042434517294,0.8351859839972966,,
2010-11-12,0.688,1.045,0.646,1.045,0.8566220819598006,0.7859620645931483,0.8086878292421059,0.8393407169874492,,
2010-11-15,0.597,1.13,0.597,0.809,0.8561482303980116,0.7881561536795152,0.8087000712326116,0.8387399107104699,,
2010-11-16,0.737,1.041,0.72,0.901,0.856594516662708,0.7989031866624186,0.812319676282313,0.8399727837657082,,
2010-11-17,0.762,0.8,0.64,0.745,0.855484123462084,0.7937695498374263,0.8096796889771243,0.8380921345822288,,
2010-11-18,0.576,0.934,0.576,0.805,0.8549817938753966,0.7948391165195762,0.8094961717623351,0.8374368447885212,,
2010-11-19,0.58,0.853,0.58,0.714,0.8535789899562385,0.7871401530415213,0.8057512238500867,0.8349925508323128,,
2010-11-22,0.754,0.804,0.569,0.776,0.8528070597079177,0.7860791860851859,0.804584509189299,0.8338243815089007,,
2010-11-23,0.845,1.061,0.839,0.849,0.8527691785167941,0.7920716445532634,0.8063262931426598,0.8341248888057542,,
2010-11-24,0.583,1.373,0.563,1.061,0.8548411269892638,0.817683868881524,0.8163134973331437,0.8386174652650462,,
2010-11-26,0.793,0.986,0.715,0.986,0.856146190402306,0.8337139766070931,0.822967869986746,0.8415359312994017,,
2010-11-29,0.672,1.079,0.623,0.907,0.8566521984580044,0.8406935978826081,0.8262632476343246,0.8428322494914928,,
2010-11-30,0.79,1,0.773,0.788,0.8559690920056859,0.8356751599890264,0.824762728119253,0.8417464623728494,,
2010-12-01,0.423,0.746,0.416,0.728,0.8546957677071219,0.8254203828472144,0.8209681113302627,0.8394940571773475,,
2010-12-02,0.52,0.777,0.52,0.645,0.8526092426553097,0.8082374892427178,0.8140674010820171,0.8356426897084891,,
2010-12-03,0.621,0.704,0.615,0.678,0.8508718372557543,0.7958339188386494,0.8087314245689968,0.832521052288519,,
2010-12-06,0.615,0.734,0.586,0.659,0.8489626647457468,0.7828021170444923,0.8028596039976637,0.8290849918471622,,
2010-12-07,0.463,0.845,0.463,0.82,0.8486744790268836,0.7863447725640644,0.8035317763899121,0.8289050910185055,,
2010-12-08,0.492,0.769,0.469,0.712,0.8473145339619396,0.7792643180341535,0.7999422949628567,0.8265901387211093,,
2010-12-09,0.533,0.689,0.495,0.689,0.8457392649672933,0.7706677163166151,0.7955916167290192,0.8238655815187111,,
2010-12-10,0.694,0.74,0.565,0.68,0.8440901180521959,0.7620326957150327,0.7910586121514106,0.821016758122301,,
2010-12-13,0.451,0.635,0.429,0.615,0.8418106143899851,0.7480295818374105,0.7841543528513553,0.816937218357503,,
2010-12-14,0.578,1.448,0.475,1.068,0.844061255042821,0.7785029549957524,0.7952855547003217,0.8219087585880475,,
2010-12-15,0.848,0.848,0.587,0.678,0.842408904246375,0.768931244996157,0.790686121182662,0.8190590802001654,,
2010-12-16,0.768,1.123,0.612,1.096,0.8449321987314857,0.8000806502346182,0.8026592144696164,0.8245430588100631,,
2010-12-17,0.677,0.778,0.571,0.727,0.8437587440177396,0.7931205883075116,0.7996921864512001,0.822611513091052,,
2010-12-20,0.639,0.867,0.639,0.69,0.8422288062663194,0.7832995798972724,0.7953905320805648,0.8199855425347935,,
2010-12-21,0.662,0.808,0.605,0.703,0.840843445009938,0.775652000859437,0.7917673739597583,0.817668997138065,,
2010-12-22,0.692,0.72,0.557,0.684,0.8392828137163068,0.766923238872824,0.7875412024319246,0.8150220863036478,,
2010-12-23,0.625,0.914,0.564,0.828,0.8391705469131594,0.7727400732658883,0.7891278219443981,0.8152790746936746,,
2010-12-27,0.776,0.89,0.623,0.741,0.8381937255508394,0.7697172091453276,0.7872404563779511,0.8138082019274632,,
2010-12-28,0.632,0.726,0.571,0.726,0.8370773700727215,0.7655536654172012,0.7848388698533256,0.8120694256516718,,
2010-12-29,0.686,0.763,0.612,0.677,0.8354845604202567,0.7571199829965153,0.7806098945649599,0.8093947835595595,,
2010-12-30,0.507,0.592,0.091,0.592,0.8330618284757765,0.7413942703301805,0.773213428111432,0.8050899363603603,,
2010-12-31,0.684,1.523,0.684,0.925,0.8339766361526344,0.7588805302987347,0.7791658426952974,0.8074643930660957,,
2011-01-03,0.486,0.69,0.486,0.639,0.8320365701212649,0.7474633369369504,0.7736691429817564,0.8041284644905294,,
2011-01-04,0.457,0.746,0.432,0.695,0.8306730221598593,0.7424668286572409,0.7705840785510992,0.8019675047976477,,
2011-01-05,0.654,0.776,0.622,0.703,0.8294026438299105,0.738708083070837,0.7679337225294874,0.8000077522273972,,
2011-01-06,0.714,0.944,0.697,0.846,0.8295677916524984,0.7489263608736144,0.7709951451753899,0.8009184898070527,,
2011-01-07,0.716,1.329,0.589,0.948,0.8307462215863044,0.7678857550761273,0.777936512031257,0.8038309949593883,,
2011-01-10,0.705,0.772,0.611,0.761,0.8300522293317143,0.7672299688784009,0.7772723350888547,0.802982856445341,,
2011-01-11,0.61,0.743,0.61,0.739,0.8291462370000554,0.7645414004137913,0.7757714592030173,0.8017158691889976,,
2011-01-12,0.64,0.981,0.574,0.827,0.8291248814080151,0.7704898384696207,0.7777804215872126,0.8022165450466412,,
2011-01-13,0.457,0.764,0.457,0.724,0.8280788626875374,0.7660622348058473,0.7756713854465376,0.80066770257047,,
2011-01-14,0.659,0.67,0.573,0.61,0.8259089237553231,0.751199164824338,0.7691744683702028,0.7968921044997677,,
2011-01-18,0.572,0.899,0.572,0.823,0.8258799792403447,0.7580373396029725,0.7712852735321556,0.7974090925294752,,
2011-01-19,0.673,0.756,0.623,0.752,0.825144855068799,0.7574623548788799,0.7705289882956005,0.7965099025783965,,
2011-01-20,0.751,0.965,0.751,0.88,0.8256906774064229,0.769132606795177,0.7748219691467534,0.7981631718342699,,
2011-01-21,0.463,0.754,0.459,0.753,0.8249673870839709,0.7675961680527792,0.7739662056508023,0.7972688515999279,,
2011-01-24,0.589,0.715,0.553,0.698,0.8237040299985582,0.7609679615715621,0.7709871387625356,0.795303131766266,,
2011-01-25,0.678,1.073,0.678,0.921,0.8246721491030501,0.7762091080885561,0.7768699960659655,0.7977921786619835,,
2011-01-26,0.651,1.095,0.598,0.917,0.8255908341866018,0.7896177644610746,0.7823652903378885,0.800152729579568,,
2011-01-27,0.862,1.05,0.717,0.882,0.8261521194185759,0.7984160726076389,0.7862725338540497,0.8017734676076953,,
2011-01-28,0.58,1.106,0.58,1.085,0.8287277202203811,0.8257097799783399,0.7979873364480086,0.8073819137936815,,
2011-01-31,0.775,1.081,0.704,0.886,0.8292975936510241,0.8314517056946885,0.8014388134500474,0.8089387075799452,,
2011-02-01,0.563,1.15,0.563,0.818,0.8291851797838496,0.8301705908666229,0.802088271746124,0.8091181391130157,,
2011-02-02,1.378,1.378,0.724,0.797,0.8288649292387367,0.8270114869745636,0.8018887316776485,0.8088781759622629,,
2011-02-03,0.466,0.823,0.466,0.815,0.8287269697438239,0.825867535834129,0.8024028990628388,0.8089994002006339,,
2011-02-04,0.541,1.072,0.541,0.864,0.8290779451692585,0.8294991990880215,0.8048184716486099,0.8100885209887402,,
2011-02-07,0.637,0.765,0.615,0.752,0.8283110004412062,0.8221183229844004,0.8027471590349389,0.8089382532463889,,
2011-02-08,0.635,0.8,0.629,0.773,0.8277606422278608,0.8174403874620765,0.8015806037786668,0.8082266046672525,,
2011-02-09,0.536,0.826,0.53,0.826,0.8277431233997229,0.8182555886561644,0.8025382271598955,0.8085785530896832,,
2011-02-10,0.841,0.915,0.631,0.783,0.8272979181917655,0.8148979135460536,0.801772022173233,0.8080720470879073,,
2011-02-11,0.675,0.864,0.659,0.769,0.8267178394037877,0.8105266836845246,0.8004868448331062,0.8072983431851765,,
2011-02-14,0.61,0.765,0.573,0.755,0.8260042290614615,0.8052384280955223,0.7987030469965137,0.8062627324290343,,
2011-02-15,0.48,3.084,0.48,0.863,0.826372346185228,0.810739530181663,0.8012244961339053,0.8073862426779643,,
2011-02-16,0.518,0.787,0.518,0.784,0.8259507308003003,0.8081929082595999,0.8005490256972816,0.8069231487635492,,
2011-02-17,0.502,0.693,0.502,0.673,0.8244288329813919,0.795317393187257,0.7955471031209176,0.8042712052236769,,
2011-02-18,0.552,0.915,0.513,0.855,0.824733023697995,0.8010014509789468,0.7978785892730385,0.805275735813307,,
2011-02-22,0.829,1.187,0.787,0.93,0.8257804562980149,0.8132870270761899,0.8030598210662526,0.8077455232229445,,
2011-02-23,0.918,1.359,0.734,0.932,0.8268373671806217,0.8245930244975052,0.8081162986714976,0.810206007911599,,
2011-02-24,0.711,0.935,0.671,0.917,0.8277345078056901,0.8333936888310761,0.8123862477432036,0.812320740428201,,
2011-02-25,0.571,0.778,0.571,0.715,0.8266127714096136,0.8221180994185927,0.8085671792042544,0.8103935970533852,,
2011-02-28,0.661,0.697,0.599,0.668,0.8250345348781747,0.8074401851882506,0.8030547408040876,0.8075739218642093,,
2011-03-01,0.668,0.851,0.645,0.851,0.8252928977152078,0.8115887389798457,0.8049349470470645,0.8084338442035319,,
2011-03-02,0.63,1.045,0.63,0.757,0.8246133663946584,0.8063898114579556,0.8030551452020815,0.8074153522391055,,
2011-03-03,0.683,0.788,0.683,0.788,0.824249054291229,0.8046384008429123,0.8024647473510195,0.8070308898185292,,
2011-03-04,0.816,0.827,0.637,0.759,0.8235998099699232,0.8002918864769206,0.800760247454901,0.8060797830894494,,
2011-03-07,0.605,0.974,0.605,0.929,0.8246485680796752,0.8125498020505473,0.8057892573586304,0.8085138467906484,,
2011-03-08,0.892,1.046,0.788,0.804,0.8244431096908228,0.8117355351885904,0.80571909040339,0.808424463685883,,
2011-03-09,0.548,0.715,0.518,0.715,0.8233541235247449,0.8025226270753913,0.8021614790150218,0.8065744743059646,,
2011-03-10,0.819,1.268,0.819,1.136,0.8264650277682798,0.834282376877735,0.815253185720315,0.8130977520424801,,
2011-03-11,2.703,2.703,0.957,0.981,0.8280026891835208,0.8482554838417602,0.8217530607901066,0.8164225490317379,,
2011-03-14,0.634,1,0.634,0.951,0.8292265430224908,0.8580406758568306,0.8268215682101024,0.8190874490509115,,
2011-03-15,1.326,1.592,1.005,1.215,0.8330650848829635,0.8920368019657039,0.8420442518097063,0.8269273015449529,,
2011-03-16,0.762,1.3,0.748,1.158,0.8362982681179589,0.9173666303499226,0.8544346733073649,0.8334831965638647,,
2011-03-17,0.885,1.282,0.785,1.119,0.8391112206739991,0.9365698084118348,0.8648097841580564,0.839136994651709,,
2011-03-18,0.839,1.022,0.808,1.021,0.8409210592742579,0.944610779039279,0.8709348906616621,0.8427382422823683,,
2011-03-21,0.471,0.736,0.457,0.736,0.839877068634713,0.9247430857974429,0.865643326321989,0.8406246137223213,,
2011-03-22,0.594,0.806,0.572,0.795,0.8394305306383477,0.9123866014357817,0.8628729997995581,0.8397211560248496,,
2011-03-23,0.776,0.977,0.741,0.868,0.8397148039653294,0.9081593060609453,0.863074058630948,0.8402811331332685,,
2011-03-24,0.548,0.871,0.548,0.817,0.8394887860154256,0.8994774673884743,0.8612672328022833,0.839820120595976,,
2011-03-25,0.676,1.319,0.676,0.773,0.8388272060550731,0.8874319943038578,0.8578057726923899,0.8384969498911052,,
2011-03-28,0.629,0.766,0.567,0.757,0.8380130049997987,0.8750098996082523,0.8538526051358256,0.8368831489031625,,
2011-03-29,0.609,0.84,0.609,0.682,0.8364606367908455,0.8566280044074663,0.8471132872873619,0.8338161558555751,,
2011-03-30,0.57,0.713,0.477,0.711,0.835212272245663,0.8427586706543743,0.8417755113153085,0.8313841527693261,,
2011-03-31,0.585,0.773,0.541,0.773,0.834593244661129,0.83611498773491,0.8390784324401983,0.8302280309323097,,
2011-04-01,0.852,1.102,0.698,0.764,0.8338908243162422,0.8292468936649185,0.8361341801876415,0.8289165847752342,,
2011-04-04,0.576,1.032,0.576,1.026,0.8358023584026477,0.8479852847444501,0.8435798986116556,0.8328192266608732,,
2011-04-05,1.296,1.296,0.721,0.776,0.8352073100603328,0.8411295433402167,0.8409297065092377,0.8316940934596677,,
2011-04-06,0.59,0.722,0.539,0.712,0.8339813666766479,0.8288314915935294,0.8358736395873068,0.8293239133911594,,
2011-04-07,0.657,1.272,0.598,0.877,0.8344094127793679,0.8334189685846218,0.8374864380348633,0.8302679943141067,,
2011-04-08,0.768,0.907,0.547,0.906,0.8351217569308169,0.8403314477670388,0.8401732443864374,0.8317676379910551,,
2011-04-11,0.85,0.915,0.678,0.915,0.835916565319565,0.8474427384558922,0.8431076269595182,0.8334158035753907,,
2011-04-12,0.903,1.41,0.857,1.196,0.8394994850676291,0.8806386681267596,0.8569465435493411,0.8405956886531057,,
2011-04-13,0.702,1.204,0.66,0.912,0.8402208832261601,0.8836254616384968,0.8591055026258375,0.8420096354124502,,
2011-04-14,0.753,1.438,0.719,0.959,0.8414027649851037,0.890803989101497,0.8630229338954125,0.844326276295372,,
2011-04-15,0.596,0.924,0.596,0.833,0.8413191553832619,0.8852988472823069,0.8618455639387297,0.8441019935964538,,
2011-04-18,0.979,1.032,0.835,0.865,0.8415547856779557,0.883365623731611,0.8619692673136815,0.8445158155054349,,
2011-04-19,0.541,0.901,0.533,0.876,0.8418975241289214,0.8826641357571718,0.8625194921249096,0.845139264703347,,
2011-04-20,0.458,0.898,0.444,0.898,0.8424557577196784,0.8841246942564888,0.8639108845905995,0.8461860119369441,,
2011-04-21,0.501,1.134,0.501,0.868,0.8427099292846567,0.8825890090892041,0.8640712420576349,0.8466179720966086,,
2011-04-25,0.533,0.821,0.519,0.767,0.8419565966549586,0.8715805320330895,0.8602645266828256,0.845041378589745,,
2011-04-26,0.705,0.909,0.63,0.908,0.8426137449469491,0.8750490527918429,0.8621365060285971,0.8462880839642055,,
2011-04-27,0.791,0.889,0.73,0.821,0.8423986828081734,0.8699015239545245,0.8605233097137502,0.8457873298263004,,
2011-04-28,0.49,0.962,0.49,0.822,0.8421957108399329,0.8653394740540936,0.85901259168576,0.8453162935921162,,
2011-04-29,0.484,0.891,0.484,0.854,0.842313166453466,0.86425952414418,0.8588160194627891,0.8454882481744506,,
2011-05-02,0.753,0.86,0.604,0.859,0.8424792045982076,0.8637586170828295,0.858823234385817,0.8457558076165407,,
2011-05-03,0.907,0.907,0.678,0.883,0.8428823965922553,0.8655911297416077,0.8597713428412751,0.8464933163766092,,
2011-05-04,0.892,1.039,0.78,0.962,0.8440676463774069,0.8747729269090736,0.863780309788676,0.8487805774384585,,
2011-05-05,0.902,1.081,0.805,0.964,0.8452610031298705,0.8832707433939238,0.8677104937185319,0.8510621501624493,,
2011-05-06,0.897,1.008,0.799,0.984,0.8466414906609165,0.8928640059278358,0.8722708665138836,0.8536945828324999,,
2011-05-09,0.809,1.053,0.762,0.814,0.8463166997090666,0.8853531482204229,0.8699857344937313,0.852908551489282,,
2011-05-10,0.668,0.783,0.502,0.746,0.8453185235925585,0.8720814198184779,0.8651235488273105,0.8507915504696922,,
2011-05-11,0.687,0.902,0.627,0.881,0.8456735631588017,0.8729308084071943,0.8657461547556512,0.8513897375891043,,
2011-05-12,0.827,0.915,0.748,0.812,0.8453385028288634,0.8671278742731758,0.8636384624122924,0.8506097427853596,,
2011-05-13,0.911,1.062,0.859,0.962,0.8464993137459891,0.8761633148185877,0.8674957776118103,0.8528154904529762,,
2011-05-16,0.843,0.938,0.712,0.938,0.8474097683355812,0.8820525229311031,0.8702606490780138,0.8545023124242044,,
